"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","phylum","class","order","family","genus","cx_int_no"
"2038841","occ","","F","275464","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
"2038842","occ","","F","275465","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
"2038843","occ","","F","275465","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
"2038844","occ","","F","275466","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
"2038845","occ","","F","275466","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
"2038846","occ","","F","275466","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038847","occ","","F","275467","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038848","occ","","F","275467","Pinnatoolithus shitangensis","species","515539","","Pinnatoolithus shitangensis","species","515539","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Pinnatoolithus","113"
"2038849","occ","","F","275468","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038850","occ","","F","275468","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038851","occ","","F","275469","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038852","occ","","F","275469","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038855","occ","","F","275471","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038856","occ","","F","275472","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038857","occ","","F","275473","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038858","occ","","F","275474","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038859","occ","","F","275474","Elongatoolithus elongates","species","515445","misspelling of, recombined as","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038860","occ","","F","275474","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038862","occ","","F","275475","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038863","occ","","F","275476","Pinnatoolithus nanxiongensis","species","515540","","Pinnatoolithus nanxiongensis","species","515540","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Pinnatoolithus","113"
"2038864","occ","","F","275477","Pinnatoolithus nanxiongensis","species","515540","","Pinnatoolithus nanxiongensis","species","515540","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Pinnatoolithus","113"
"2038865","occ","","F","275477","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038866","occ","","F","275478","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038867","occ","","F","275479","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038868","occ","","F","275480","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.230000","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038869","occ","","F","275481","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038870","occ","","F","275481","Elongatoolithus elongates","species","515445","misspelling of, recombined as","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038871","occ","","F","275481","Lanceoloolithus xiapingensis","species","515543","","Lanceoloolithus xiapingensis","species","515543","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Lanceoloolithus","113"
"2038872","occ","","F","275482","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038873","occ","","F","275482","Lanceoloolithus xiapingensis","species","515543","","Lanceoloolithus xiapingensis","species","515543","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Lanceoloolithus","113"
"2038874","occ","","F","275483","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038875","occ","","F","275484","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038876","occ","","F","275484","Macroolithus rugustus","species","67192","","Macroolithus rugustus","species","67191","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038877","occ","","F","275485","Pinnatoolithus nanxiongensis n. sp.","species","515540","","Pinnatoolithus nanxiongensis","species","515540","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Pinnatoolithus","113"
"2038878","occ","","F","275485","Pinnatoolithus shitangensis","species","515539","","Pinnatoolithus shitangensis","species","515539","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Pinnatoolithus","113"
"2038879","occ","","F","275485","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038880","occ","","F","275485","Lanceoloolithus huangtangensis n. sp.","species","515544","","Lanceoloolithus huangtangensis","species","515544","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Lanceoloolithus","113"
"2038881","occ","","F","275485","Macroolithus lashuyuanensis","species","515545","","Macroolithus lashuyuanensis","species","515545","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038882","occ","","F","275485","Macroolithus rugustus","species","67192","","Macroolithus rugustus","species","67191","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038883","occ","","F","275486","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038884","occ","","F","275487","Macroolithus lashuyuanensis n. sp.","species","515545","","Macroolithus lashuyuanensis","species","515545","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038885","occ","","F","275487","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038886","occ","","F","275488","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038887","occ","","F","275489","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038888","occ","","F","275489","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038890","occ","","F","275491","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038891","occ","","F","275491","Elongatoolithus elongates","species","515445","misspelling of, recombined as","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038892","occ","","F","275492","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038893","occ","","F","275493","Macroolithus rugustus","species","67192","","Macroolithus rugustus","species","67191","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"2038894","occ","","F","275494","Lanceoloolithus xiapingensis","species","515543","","Lanceoloolithus xiapingensis","species","515543","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Lanceoloolithus","113"
"2038895","occ","","F","275495","Lanceoloolithus xiapingensis","species","515543","","Lanceoloolithus xiapingensis","species","515543","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Lanceoloolithus","113"
"2038896","occ","","F","275496","Pinnatoolithus nanxiongensis","species","515540","","Pinnatoolithus nanxiongensis","species","515540","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Pinnatoolithus","113"
"2038897","occ","","F","275496","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038898","occ","","F","275496","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"2038899","occ","","F","275496","Lanceoloolithus xiapingensis","species","515543","","Lanceoloolithus xiapingensis","species","515543","Campanian","","83.6","72.2","93183","114.588608","25.242222","Chordata","Saurischia","NO_ORDER_SPECIFIED","Pinnatoolithidae","Lanceoloolithus","113"
