"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"395950","395951","txn","F","","Similifaveoloolithus gongzhulingensis","","395950","species","Similifaveoloolithus gongzhulingensis","395881","Similifaveoloolithus","76949","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Reptilia","","Similifaveoloolithidae","Similifaveoloolithus",""
"162718","395882","txn","F","","Similifaveoloolithus shuangtangensis","","162718","species","Similifaveoloolithus shuangtangensis","395881","Similifaveoloolithus","31919","extinct","3","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Reptilia","","Similifaveoloolithidae","Similifaveoloolithus",""
"156091","156091","txn","IF","","Plectropterna lineans","","156091","species","Plectropterna lineans","155969","Plectropterna","29531","extinct","4","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Plectropterna",""
"155977","155977","txn","IF","","Plectropterna angusta","","155977","species","Plectropterna angusta","155969","Plectropterna","29531","extinct","2","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Plectropterna",""
"156090","156090","txn","IF","","Plectropterna gracilis","","156090","species","Plectropterna gracilis","155969","Plectropterna","29531","extinct","6","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Plectropterna",""
"96938","156089","txn","IF","","Plectropterna minitans","","96938","species","Plectropterna minitans","155969","Plectropterna","51492","extinct","10","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Plectropterna",""
"155979","155979","txn","IF","","Plectropterna elegans","","155979","species","Plectropterna elegans","155969","Plectropterna","30910","extinct","2","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Plectropterna",""
"99471","99471","txn","F","","Phaceloolithus hunanensis","","99471","species","Phaceloolithus hunanensis","99470","Phaceloolithus","24215","extinct","1","100.5","66","100.5","66","Cenomanian","Maastrichtian","1","0","Chordata","Reptilia","","Phaceloolithidae","Phaceloolithus",""
"248690","248690","txn","F","","Dendroolithus fengguangcunensis","","248690","species","Dendroolithus fengguangcunensis","67270","Dendroolithus","77475","extinct","2","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"142702","142702","txn","F","","Dendroolithus xichuanensis","","142702","species","Dendroolithus xichuanensis","67270","Dendroolithus","93195","extinct","1","89.8","85.7","89.8","85.7","Coniacian","","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"340760","340760","txn","F","","Dendroolithus furcatus","","340760","species","Dendroolithus furcatus","67270","Dendroolithus","59122","extinct","1","89.8","83.6","89.8","83.6","Coniacian","Santonian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"162719","162719","txn","F","","Dendroolithus dendriticus","","162719","species","Dendroolithus dendriticus","67270","Dendroolithus","31919","extinct","8","100.5","89.8","89.8","83.6","Cenomanian","Santonian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"340764","340764","txn","F","","Dendroolithus sanlimiaoensis","","340764","species","Dendroolithus sanlimiaoensis","67270","Dendroolithus","59122","extinct","3","89.8","83.6","85.7","83.6","Coniacian","Santonian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"67271","67271","txn","F","","Dendroolithus wangdianensis","","67271","species","Dendroolithus wangdianensis","67270","Dendroolithus","7720","extinct","1","100.5","66","100.5","66","Cenomanian","Maastrichtian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"340759","340759","txn","F","","Dendroolithus zhaoyingensis","","340759","species","Dendroolithus zhaoyingensis","67270","Dendroolithus","59122","extinct","1","89.8","83.6","89.8","83.6","Coniacian","Santonian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"84311","84311","txn","F","","Dendroolithus microporosus","","84311","species","Dendroolithus microporosus","67270","Dendroolithus","92750","extinct","3","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Phaceloolithidae","Dendroolithus",""
"251932","251932","txn","","","Nyasasaurus parringtoni","","251932","species","Nyasasaurus parringtoni","153274","Nyasasaurus","43766","extinct","2","246.7","241.464","246.7","241.464","Anisian","","1","0","Chordata","Reptilia","","","Nyasasaurus",""
"68500","68500","txn","","","Thecodontosaurus alophos","subjective synonym of","251932","species","Nyasasaurus parringtoni","153274","Nyasasaurus","6969","extinct","2","246.7","241.464","246.7","241.464","Anisian","","1","0","Chordata","Reptilia","","","Nyasasaurus",""
"441941","441941","txn","","","Nyasasaurus cromptoni","","441941","species","Nyasasaurus cromptoni","153274","Nyasasaurus","77959","extinct","0","","","","","","","1","0","Chordata","Reptilia","","","Nyasasaurus",""
"192895","192895","txn","IF","","Mirsosauropus tursunzadei","nomen dubium, species not entered","52775","unranked clade","Dinosauria","68361","Mirsosauropus","69228","extinct","1","165.3","154.8","165.3","154.8","Callovian","Oxfordian","0","0","Chordata","Reptilia","","","Mirsosauropus",""
"155999","155999","txn","IF","","Lagunculapes latus","","155999","species","Lagunculapes latus","155998","Lagunculapes","29531","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Lagunculapes",""
"156001","156001","txn","IF","","Xiphopeza triplex","","156001","species","Xiphopeza triplex","156000","Xiphopeza","30909","extinct","3","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Reptilia","","","Xiphopeza",""
"56510","56510","txn","","","Omosaurus phillipsi","nomen dubium, species not entered","52775","unranked clade","Dinosauria","52775","Dinosauria","14179","extinct","1","161.5","154.8","161.5","154.8","Oxfordian","","0","0","Chordata","Reptilia","","","",""
"437791","437791","txn","F","","Multifissoolithus chianensis","","437791","species","Multifissoolithus chianensis","437790","Multifissoolithus","76924","extinct","1","113.2","93.9","113.2","93.9","Albian","Cenomanian","1","0","Chordata","Reptilia","","Dongyangoolithidae","Multifissoolithus",""
"68506","467465","txn","F","","Multifissoolithus megadermus","","68506","species","Multifissoolithus megadermus","437790","Multifissoolithus","15565","extinct","1","89.8","83.6","89.8","83.6","Coniacian","Santonian","1","0","Chordata","Reptilia","","Dongyangoolithidae","Multifissoolithus",""
"467468","467468","txn","F","","Multifissoolithus shimonosekiensis","","467468","species","Multifissoolithus shimonosekiensis","437790","Multifissoolithus","83819","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Reptilia","","Dongyangoolithidae","Multifissoolithus",""
"142704","142704","txn","F","","Dongyangoolithus nanmaensis","","142704","species","Dongyangoolithus nanmaensis","142687","Dongyangoolithus","29323","extinct","0","","","","","","","1","0","Chordata","Reptilia","","Dongyangoolithidae","Dongyangoolithus",""
"348405","348405","txn","IF","","Huanglongpus shengouensis","nomen dubium, species not entered","52775","unranked clade","Dinosauria","348404","Huanglongpus","61248","extinct","1","161.5","143.1","161.5","143.1","Oxfordian","Tithonian","0","0","Chordata","Reptilia","","","Huanglongpus",""
"81781","467414","txn","F","","Fusioolithus padiyalensis","","81781","species","Fusioolithus padiyalensis","435402","Fusioolithus","83798","extinct","4","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"81784","467413","txn","F","","Fusioolithus dholiyaensis","","81784","species","Fusioolithus dholiyaensis","435402","Fusioolithus","19584","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"81824","435404","txn","F","","Fusioolithus baghensis","","81824","species","Fusioolithus baghensis","435402","Fusioolithus","19584","extinct","42","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"192240","192240","txn","F","","Megaloolithus trempii","subjective synonym of","81824","species","Fusioolithus baghensis","435402","Fusioolithus","36723","extinct","42","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"435395","435395","txn","F","","Patagoolithus salitralensis","subjective synonym of","81824","species","Fusioolithus baghensis","435402","Fusioolithus","76257","extinct","42","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"81789","81789","txn","F","","Megaloolithus balasinorensis","subjective synonym of","81824","species","Fusioolithus baghensis","435402","Fusioolithus","17741","extinct","42","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"72342","72342","txn","F","","Megaloolithus pseudomamillare","subjective synonym of","81824","species","Fusioolithus baghensis","435402","Fusioolithus","81633","extinct","42","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"435405","435405","txn","F","","Fusioolithus berthei","","435405","species","Fusioolithus berthei","435402","Fusioolithus","76263","extinct","2","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"81779","455701","txn","F","","Fusioolithus mohabeyi","","81779","species","Fusioolithus mohabeyi","435402","Fusioolithus","19584","extinct","8","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"81780","81780","txn","F","","Megaloolithus phensaniensis","subjective synonym of","81779","species","Fusioolithus mohabeyi","435402","Fusioolithus","17741","extinct","8","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Reptilia","","Fusioolithidae","Fusioolithus",""
"395937","395937","txn","F","","Paradictyoolithus zhuangqianensis","","395937","species","Paradictyoolithus zhuangqianensis","395936","Paradictyoolithus","70281","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Reptilia","","Dictyoolithidae","Paradictyoolithus",""
"395938","395949","txn","F","","Paradictyoolithus xiaxishanensis","","395938","species","Paradictyoolithus xiaxishanensis","395936","Paradictyoolithus","70281","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Reptilia","","Dictyoolithidae","Paradictyoolithus",""
"67199","67199","txn","F","","Dictyoolithus hongpoensis","","67199","species","Dictyoolithus hongpoensis","67198","Dictyoolithus","14213","extinct","2","100.5","89.8","83.6","72.2","Cenomanian","Campanian","1","0","Chordata","Reptilia","","Dictyoolithidae","Dictyoolithus",""
"142686","142686","txn","F","","Dictyoolithus lishuiensis","","142686","species","Dictyoolithus lishuiensis","67198","Dictyoolithus","29323","extinct","0","","","","","","","1","0","Chordata","Reptilia","","Dictyoolithidae","Dictyoolithus",""
"67200","395948","txn","F","","Protodictyoolithus neixiangensis","","67200","species","Protodictyoolithus neixiangensis","395935","Protodictyoolithus","14213","extinct","5","93.9","83.6","83.6","72.2","Turonian","Campanian","1","0","Chordata","Reptilia","","Dictyoolithidae","Protodictyoolithus",""
"142703","395942","txn","F","","Protodictyoolithus jiangi","","142703","species","Protodictyoolithus jiangi","395935","Protodictyoolithus","29876","extinct","1","89.8","83.6","89.8","83.6","Coniacian","Santonian","1","0","Chordata","Reptilia","","Dictyoolithidae","Protodictyoolithus",""
"91057","91057","txn","I","","Yunnanpus huangcaoensis","","91057","species","Yunnanpus huangcaoensis","91056","Yunnanpus","19449","extinct","1","93.9","85.7","93.9","85.7","Turonian","Coniacian","1","0","Chordata","Reptilia","","","Yunnanpus",""
"192891","192891","txn","IF","","Neosauropus lagosteirensis","nomen dubium, species not entered","52775","unranked clade","Dinosauria","192890","Neosauropus","65423","extinct","1","132.6","125.77","132.6","125.77","Hauterivian","","0","0","Chordata","Reptilia","","","Neosauropus",""
"65418","65418","txn","IF","","Sauropodichnus giganteus","","65418","species","Sauropodichnus giganteus","65417","Sauropodichnus","33899","extinct","3","154.8","143.1","100.5","93.9","Kimmeridgian","Cenomanian","1","0","Chordata","Reptilia","","","Sauropodichnus",""
"64060","64060","txn","","","Ferganocephale adenticulatum","","64060","species","Ferganocephale adenticulatum","64059","Ferganocephale","12416","extinct","3","165.3","161.5","165.3","161.5","Callovian","","1","0","Chordata","Ornithischia","","","Ferganocephale",""
"64500","64500","txn","","","Alocodon kuehnei","nomen dubium, species not entered","38712","unranked clade","Ornithischia","64499","Alocodon","23379","extinct","1","161.5","154.8","161.5","154.8","Oxfordian","","0","0","Chordata","Ornithischia","","","Alocodon",""
"56676","56676","txn","","","Geranosaurus atavus","nomen dubium, species not entered","38722","family","Heterodontosauridae","38722","Heterodontosauridae","9841","extinct","2","199.5","192.9","199.5","192.9","Sinemurian","","0","0","Chordata","Ornithischia","","Heterodontosauridae","",""
"58901","58901","txn","","","Echinodon becklesii","","58901","species","Echinodon becklesii","38717","Echinodon","14066","extinct","3","143.1","139.1","141","139.1","Berriasian","","1","0","Chordata","Ornithischia","","Heterodontosauridae","Echinodon",""
"52902","52902","txn","","","Heterodontosaurus tucki","","52902","species","Heterodontosaurus tucki","38725","Heterodontosaurus","16997","extinct","4","201.4","192.9","199.5","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","Heterodontosauridae","Heterodontosaurus",""
"157201","157201","txn","","","Fruitadens haagarorum","","157201","species","Fruitadens haagarorum","157200","Fruitadens","31136","extinct","3","149.2","145.06","149.2","143.1","Tithonian","","1","0","Chordata","Ornithischia","","Heterodontosauridae","Fruitadens",""
"56814","56814","txn","","","Lycorhinus parvidens","","56814","species","Lycorhinus parvidens","38727","Lycorhinus","9934","extinct","0","","","","","","","1","0","Chordata","Ornithischia","","Heterodontosauridae","Lycorhinus",""
"52899","52899","txn","","","Lycorhinus angustidens","","52899","species","Lycorhinus angustidens","38727","Lycorhinus","9818","extinct","4","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","Heterodontosauridae","Lycorhinus",""
"52901","52901","txn","","","Lanasaurus scalpridens","subjective synonym of","52899","species","Lycorhinus angustidens","38727","Lycorhinus","13011","extinct","4","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","Heterodontosauridae","Lycorhinus",""
"65428","52903","txn","","","Abrictosaurus consors","","65428","species","Abrictosaurus consors","38723","Abrictosaurus","14203","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","Heterodontosauridae","Abrictosaurus",""
"185175","185175","txn","","","Manidens condorensis","","185175","species","Manidens condorensis","185174","Manidens","36107","extinct","2","184.2","174.7","182.9","170.9","Toarcian","Aalenian","1","0","Chordata","Ornithischia","","Heterodontosauridae","Manidens",""
"248278","248278","txn","","","Pegomastax africanus","","248278","species","Pegomastax africanus","248276","Pegomastax","43191","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","Heterodontosauridae","Pegomastax",""
"86582","86585","txn","F","","Tacuarembouvum oblongum","","86582","species","Tacuarembouvum oblongum","86580","Tacuarembovum","18838","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","","Tacuarembovum",""
"510408","510408","txn","","","Enigmacursor mollyborthwickae","","510408","species","Enigmacursor mollyborthwickae","510407","Enigmacursor","92419","extinct","1","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Ornithischia","","","Enigmacursor",""
"186990","186990","txn","","","Haya griva","","186990","species","Haya griva","186989","Haya","36364","extinct","2","85.7","72.2","83.6","72.2","Santonian","Campanian","1","0","Chordata","Ornithischia","","Thescelosauridae","Haya",""
"86837","86837","txn","","","Notohypsilophodon comodorensis","","86837","species","Notohypsilophodon comodorensis","86836","Notohypsilophodon","19032","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Ornithischia","","Thescelosauridae","Notohypsilophodon",""
"494306","494306","txn","","","Fona herzogae","","494306","species","Fona herzogae","494305","Fona","88897","extinct","3","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Fona",""
"472263","472263","txn","","","Nevadadromeus schmitti","","472263","species","Nevadadromeus schmitti","472262","Nevadadromeus","84808","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Nevadadromeus",""
"52895","52894","txn","","","Parksosaurus warreni","","52895","species","Parksosaurus warreni","38739","Parksosaurus","19270","extinct","3","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Parksosaurus",""
"172024","172024","txn","","","Koreanosaurus boseongensis","","172024","species","Koreanosaurus boseongensis","172023","Koreanosaurus","34049","extinct","2","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Koreanosaurus",""
"52889","52889","txn","","","Zephyrosaurus schaffi","","52889","species","Zephyrosaurus schaffi","38743","Zephyrosaurus","23373","extinct","1","113.2","100.5","113.2","100.5","Albian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Zephyrosaurus",""
"103710","103710","txn","","","Oryctodromeus cubicularis","","103710","species","Oryctodromeus cubicularis","103709","Oryctodromeus","24636","extinct","1","106.3","100.5","106.3","100.5","Albian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Oryctodromeus",""
"64338","64338","txn","","","Orodromeus makelai","","64338","species","Orodromeus makelai","64337","Orodromeus","7404","extinct","8","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Thescelosauridae","Orodromeus",""
"267488","267488","txn","","","Albertadromeus syntarsus","","267488","species","Albertadromeus syntarsus","267486","Albertadromeus","46723","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Thescelosauridae","Albertadromeus",""
"474947","474947","txn","","","Minimocursor phunoiensis","","474947","species","Minimocursor phunoiensis","474946","Minimocursor","85349","extinct","1","149.2","137.05","149.2","137.05","Tithonian","Berriasian","1","0","Chordata","Ornithischia","","","Minimocursor",""
"52892","52892","txn","","","Yandusaurus hongheensis","","52892","species","Yandusaurus hongheensis","52891","Yandusaurus","7357","extinct","1","170.9","168.2","170.9","168.2","Bajocian","","1","0","Chordata","Ornithischia","","","Yandusaurus",""
"374228","374228","txn","","","Kulindapteryx ukureica","","374228","species","Kulindapteryx ukureica","374227","Kulindapteryx","67730","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Ornithischia","","Jeholosauridae","Kulindapteryx",""
"68237","68237","txn","","","Jeholosaurus shangyuanensis","","68237","species","Jeholosaurus shangyuanensis","68236","Jeholosaurus","14918","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Ornithischia","","Jeholosauridae","Jeholosaurus",""
"300573","300573","txn","","","Kulindadromeus zabaikalicus","","300573","species","Kulindadromeus zabaikalicus","300572","Kulindadromeus","52036","extinct","3","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Ornithischia","","","Kulindadromeus",""
"424323","424323","txn","","","Sanxiasaurus modaoxiensis","","424323","species","Sanxiasaurus modaoxiensis","424322","Sanxiasaurus","73369","extinct","1","184.2","170.9","184.2","170.9","Toarcian","Aalenian","1","0","Chordata","Ornithischia","","","Sanxiasaurus",""
"94346","94346","txn","I","","Gregaripus bairdi","","94346","species","Gregaripus bairdi","94345","Gregaripus","19884","extinct","1","227.3","211.18","227.3","211.18","Norian","","1","0","Chordata","Ornithischia","","","Gregaripus",""
"65565","65565","txn","F","","Spheruprismatoolithus condensus","","65565","species","Spheruprismatoolithus condensus","65564","Spheruprismatoolithus","13291","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Spheruprismatoolithus",""
"399334","399334","txn","F","","Trigonoolithus amoae","","399334","species","Trigonoolithus amoae","399333","Trigonoolithus","70942","extinct","1","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Trigonoolithus",""
"437788","437788","txn","F","","Laiyangoolithus lixiangensis","","437788","species","Laiyangoolithus lixiangensis","437787","Laiyangoolithus","76923","extinct","1","89.8","83.6","89.8","83.6","Coniacian","Santonian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Laiyangoolithus",""
"255761","255761","txn","F","","Sankofa pyrenaica","","255761","species","Sankofa pyrenaica","255760","Sankofa","44376","extinct","2","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Sankofa",""
"248692","248692","txn","F","","Prismatoolithus heyuanensis","","248692","species","Prismatoolithus heyuanensis","65562","Prismatoolithus","43252","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"72343","72343","txn","F","","Prismatoolithus tenuis","","72343","species","Prismatoolithus tenuis","65562","Prismatoolithus","44320","extinct","9","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"162723","395886","txn","F","","Prismatoolithus tiantaiensis","","162723","species","Prismatoolithus tiantaiensis","65562","Prismatoolithus","70506","extinct","3","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"67340","67340","txn","F","","Prismatoolithus gebiensis","","67340","species","Prismatoolithus gebiensis","65562","Prismatoolithus","14296","extinct","2","89.8","83.6","83.6","72.2","Coniacian","Campanian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"67337","67337","txn","F","","Prismatoolithus levis","","67337","species","Prismatoolithus levis","65562","Prismatoolithus","44319","extinct","9","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"417187","417187","txn","F","","Prismatoolithus ilekensis","","417187","species","Prismatoolithus ilekensis","65562","Prismatoolithus","72250","extinct","1","125.77","113.2","125.77","113.2","Barremian","Aptian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"72330","72330","txn","F","","Prismatoolithus caboti","","72330","species","Prismatoolithus caboti","65562","Prismatoolithus","16941","extinct","2","83.6","66","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"67336","67336","txn","F","","Prismatoolithus hukouensis","","67336","species","Prismatoolithus hukouensis","65562","Prismatoolithus","14293","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"417186","417186","txn","F","","Prismatoolithus trempii","","417186","species","Prismatoolithus trempii","65562","Prismatoolithus","75349","extinct","10","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"174578","174578","txn","F","","Prismatoolithus hirschi","","174578","species","Prismatoolithus hirschi","65562","Prismatoolithus","34694","extinct","2","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"65563","65563","txn","F","","Prismatoolithus jenseni","","65563","species","Prismatoolithus jenseni","65562","Prismatoolithus","13291","extinct","2","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"72344","72344","txn","F","","Prismatoolithus matellensis","","72344","species","Prismatoolithus matellensis","65562","Prismatoolithus","44320","extinct","2","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"248699","248699","txn","F","","Prismatoolithus hanshuiensis","","248699","species","Prismatoolithus hanshuiensis","65562","Prismatoolithus","43253","extinct","0","","","","","","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Prismatoolithus",""
"67209","255642","txn","F","","Preprismatoolithus coloradensis","","67209","species","Preprismatoolithus coloradensis","255541","Preprismatoolithus","14216","extinct","7","154.8","152.21","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Preprismatoolithus",""
"84313","84313","txn","F","","Protoceratopsidovum sincerum","","84313","species","Protoceratopsidovum sincerum","84312","Protoceratopsidovum","44374","extinct","4","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Protoceratopsidovum",""
"84315","84315","txn","F","","Protoceratopsidovum fluxuosum","","84315","species","Protoceratopsidovum fluxuosum","84312","Protoceratopsidovum","44374","extinct","4","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Prismatoolithidae","Protoceratopsidovum",""
"84314","84314","txn","F","","Protoceratopsidovum minimum","","84314","species","Protoceratopsidovum minimum","84312","Protoceratopsidovum","44374","extinct","6","100.5","83.6","83.6","72.2","Cenomanian","Campanian","1","0","Chordata","Ornithischia","","Prismatoolithidae","Protoceratopsidovum",""
"67917","67917","txn","","","Lewisuchus admixtus","","67917","species","Lewisuchus admixtus","38288","Lewisuchus","4399","extinct","4","241.464","237","239.48","233.6","Ladinian","Carnian","1","0","Chordata","Ornithischia","","","Lewisuchus",""
"65486","65486","txn","","","Pseudolagosuchus major","subjective synonym of","67917","species","Lewisuchus admixtus","38288","Lewisuchus","13244","extinct","4","241.464","237","239.48","233.6","Ladinian","Carnian","1","0","Chordata","Ornithischia","","","Lewisuchus",""
"263306","263306","txn","IF","","Komlosaurus carbonis","","263306","species","Komlosaurus carbonis","263305","Komlosaurus","45818","extinct","3","201.4","199.5","199.5","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","","Komlosaurus",""
"319907","319907","txn","","","Chilesaurus diegosuarezi","","319907","species","Chilesaurus diegosuarezi","319906","Chilesaurus","55192","extinct","1","149.2","143.1","149.2","143.1","Tithonian","","1","0","Chordata","Ornithischia","","","Chilesaurus",""
"378442","378442","txn","","","Soumyasaurus aenigmaticus","","378442","species","Soumyasaurus aenigmaticus","378441","Soumyasaurus","67237","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Ornithischia","","","Soumyasaurus",""
"141035","141035","txn","IF","","Delatorrichnus goyenechei","","141035","species","Delatorrichnus goyenechei","141034","Delatorrichnus","33371","extinct","3","165.3","154.8","165.3","154.8","Callovian","Oxfordian","1","0","Chordata","Ornithischia","","Delatorrichnopodidae","Delatorrichnus",""
"475304","475304","txn","IF","","Afrodelatorrichnus ellenbergeri","","475304","species","Afrodelatorrichnus ellenbergeri","475303","Afrodelatorrichnus","85465","extinct","2","192.9","174.7","192.9","174.7","Pliensbachian","Toarcian","1","0","Chordata","Ornithischia","","Delatorrichnopodidae","Afrodelatorrichnus",""
"57574","57574","txn","","","Lesothosaurus diagnosticus","","57574","species","Lesothosaurus diagnosticus","57573","Lesothosaurus","12660","extinct","6","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","","Lesothosaurus",""
"68157","68157","txn","","","Stormbergia dangershoeki","subjective synonym of","57574","species","Lesothosaurus diagnosticus","57573","Lesothosaurus","14837","extinct","6","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","","Lesothosaurus",""
"302026","302026","txn","","","Laquintasaura venezuelae","","302026","species","Laquintasaura venezuelae","302025","Laquintasaura","52146","extinct","1","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Ornithischia","","","Laquintasaura",""
