"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"165603","165603","txn","IF","","Ligabueichnium bolivianum","","165603","species","Ligabueichnium bolivianum","165602","Ligabueichnium","62874","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","","Ligabueichnium",""
"503587","503587","txn","","","Archaeocursor asiaticus","","503587","species","Archaeocursor asiaticus","503585","Archaeocursor","90958","extinct","1","199.5","184.2","199.5","184.2","Sinemurian","Pliensbachian","1","0","Chordata","Ornithischia","","","Archaeocursor",""
"57226","57226","txn","","","Amtosaurus magnus","nomen dubium, species not entered","38712","unranked clade","Ornithischia","38832","Amtosaurus","13890","extinct","1","100.5","83.6","100.5","83.6","Cenomanian","Santonian","0","0","Chordata","Ornithischia","","","Amtosaurus",""
"89415","89415","txn","I","","Apulosauripus federicianus","","89415","species","Apulosauripus federicianus","89406","Apulosauripus","19181","extinct","1","85.7","83.6","85.7","83.6","Santonian","","1","0","Chordata","Ornithischia","","","Apulosauripus",""
"53227","53227","txn","","","Xiaosaurus dashanpensis","","53227","species","Xiaosaurus dashanpensis","53226","Xiaosaurus","4410","extinct","1","170.9","154.8","170.9","154.8","Bajocian","Oxfordian","1","0","Chordata","Ornithischia","","Fabrosauridae","Xiaosaurus",""
"54861","54861","txn","","","Gongbusaurus wucaiwanensis","","54861","species","Gongbusaurus wucaiwanensis","38719","Gongbusaurus","9263","extinct","4","165.3","154.8","165.3","154.8","Callovian","Oxfordian","1","0","Chordata","Ornithischia","","Fabrosauridae","Gongbusaurus",""
"54860","54860","txn","","","Gongbusaurus shiyii","","54860","species","Gongbusaurus shiyii","38719","Gongbusaurus","17258","extinct","1","168.2","161.5","168.2","161.5","Bathonian","Callovian","1","0","Chordata","Ornithischia","","Fabrosauridae","Gongbusaurus",""
"57223","57223","txn","","","Agilisaurus louderbacki","","57223","species","Agilisaurus louderbacki","57222","Agilisaurus","10370","extinct","1","170.9","154.8","170.9","154.8","Bajocian","Oxfordian","1","0","Chordata","Ornithischia","","","Agilisaurus",""
"374233","374233","txn","","","Sinopelta minima","nomen dubium, species not entered","52777","unranked clade","Thyreophora","374231","Sinopeltosaurus","66469","extinct","1","199.5","192.9","199.5","192.9","Sinemurian","","0","0","Chordata","Ornithischia","","","Sinopeltosaurus",""
"374230","374230","txn","","","Scelidosaurus arizonensis","nomen dubium, species not entered","52777","unranked clade","Thyreophora","52777","Thyreophora","66469","extinct","2","199.5","184.2","199.5","184.2","Sinemurian","Pliensbachian","0","0","Chordata","Ornithischia","","","",""
"66520","66520","txn","","","Bienosaurus lufengensis","nomen dubium, species not entered","52777","unranked clade","Thyreophora","52777","Thyreophora","13851","extinct","1","199.5","192.9","199.5","192.9","Sinemurian","","0","0","Chordata","Ornithischia","","","",""
"374236","374236","txn","","","Andhrasaurus indicus","nomen dubium, species not entered","52777","unranked clade","Thyreophora","374235","Andhrasaurus","66469","extinct","1","199.5","170.9","199.5","170.9","Sinemurian","Aalenian","0","0","Chordata","Ornithischia","","","Andhrasaurus",""
"65701","65701","txn","","","Heishansaurus pachycephalus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","65700","Heishansaurus","13553","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","0","0","Chordata","Ornithischia","","","Heishansaurus",""
"424514","424514","txn","","","Sinankylosaurus zhuchengensis","","424514","species","Sinankylosaurus zhuchengensis","424513","Sinankylosaurus","73441","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","","Sinankylosaurus",""
"348424","348424","txn","IF","","Qijiangpus sinensis","","348424","species","Qijiangpus sinensis","348423","Qijiangpus","69114","extinct","1","125.77","100.5","125.77","100.5","Barremian","Albian","1","0","Chordata","Ornithischia","","","Qijiangpus",""
"56565","56565","txn","","","Acanthopholis eucercus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","38816","Ankylosauria","9804","extinct","0","","","","","","","0","0","Chordata","Ornithischia","","","",""
"54176","54176","txn","","","Priconodon crassus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","52832","Priconodon","7834","extinct","2","119.57","113.2","119.57","113.2","Aptian","","0","0","Chordata","Ornithischia","","","Priconodon",""
"64524","64524","txn","","","Sarcolestes leedsi","","64524","species","Sarcolestes leedsi","38829","Sarcolestes","14154","extinct","2","165.3","161.5","165.3","161.5","Callovian","","1","0","Chordata","Ornithischia","","","Sarcolestes",""
"371998","371998","txn","","","Kunbarrasaurus ieversi","","371998","species","Kunbarrasaurus ieversi","371997","Kunbarrasaurus","66052","extinct","1","106.3","100.5","106.3","100.5","Albian","","1","0","Chordata","Ornithischia","","","Kunbarrasaurus",""
"77203","77203","txn","","","Antarctopelta oliveroi","","77203","species","Antarctopelta oliveroi","77202","Antarctopelta","17070","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","","Antarctopelta",""
"446236","446236","txn","","","Stegouros elengassen","","446236","species","Stegouros elengassen","446235","Stegouros","78857","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","","Stegouros",""
"56562","56562","txn","","","Acanthopholis macrocercus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","38816","Ankylosauria","14179","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","0","0","Chordata","Ornithischia","","","",""
"53045","53045","txn","","","Acanthopholis horridus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","38818","Acanthopholis","7819","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","0","0","Chordata","Ornithischia","","","Acanthopholis",""
"56563","56563","txn","","","Acanthopholis stereocercus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","38818","Acanthopholis","14179","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","0","0","Chordata","Ornithischia","","","Acanthopholis",""
"84233","84233","txn","","","Crichtonsaurus bohlini","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","84232","Crichtonsaurus","29879","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","0","0","Chordata","Ornithischia","","","Crichtonsaurus",""
"154025","154025","txn","","","Zhejiangosaurus lishuiensis","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","154024","Zhejiangosaurus","30726","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","0","0","Chordata","Ornithischia","","","Zhejiangosaurus",""
"54870","171152","txn","","","Tianchisaurus nedegoapeferima","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","54869","Tianchiasaurus","9265","extinct","1","165.3","161.5","165.3","161.5","Callovian","","0","0","Chordata","Ornithischia","","","Tianchiasaurus",""
"66026","66026","txn","","","Palaeoscincus magoder","","66026","species","Palaeoscincus magoder","38824","Palaeoscincus","13604","extinct","0","","","","","","","1","0","Chordata","Ornithischia","","","Palaeoscincus",""
"54243","54243","txn","","","Palaeoscincus latus","nomen dubium, species not entered","38816","unranked clade","Ankylosauria","38824","Palaeoscincus","9096","extinct","0","","","","","","","0","0","Chordata","Ornithischia","","","Palaeoscincus",""
"64525","64525","txn","","","Dracopelta zbyszewskii","","64525","species","Dracopelta zbyszewskii","38821","Dracopelta","12698","extinct","1","145.06","143.1","145.06","143.1","Tithonian","","1","0","Chordata","Ornithischia","","","Dracopelta",""
"68245","68245","txn","","","Liaoningosaurus paradoxus","","68245","species","Liaoningosaurus paradoxus","68244","Liaoningosaurus","14922","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Ornithischia","","Ankylosauridae","Liaoningosaurus",""
"500589","500589","txn","","","Huaxiazhoulong shouwen","","500589","species","Huaxiazhoulong shouwen","500588","Huaxiazhoulong","89836","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Huaxiazhoulong",""
"484517","484517","txn","","","Datai yingliangis","","484517","species","Datai yingliangis","484516","Datai","87590","extinct","1","93.9","85.7","93.9","85.7","Turonian","Coniacian","1","0","Chordata","Ornithischia","","Ankylosauridae","Datai",""
"514723","514723","txn","IF","","Ruopodosaurus clava","","514723","species","Ruopodosaurus clava","514722","Ruopodosaurus","93059","extinct","4","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Ruopodosaurus",""
"84235","84235","txn","","","Gobisaurus domoculus","","84235","species","Gobisaurus domoculus","84234","Gobisaurus","18341","extinct","2","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Ornithischia","","Ankylosauridae","Gobisaurus",""
"119680","119680","txn","","","Zhongyuangosaurus luoyangensis","subjective synonym of","84235","species","Gobisaurus domoculus","84234","Gobisaurus","26778","extinct","2","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Ornithischia","","Ankylosauridae","Gobisaurus",""
"57227","57229","txn","","","Bissektipelta archibaldi","","57227","species","Bissektipelta archibaldi","57228","Bissektipelta","31496","extinct","1","93.9","89.8","93.9","89.8","Turonian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Bissektipelta",""
"52909","52909","txn","","","Dyoplosaurus giganteus","nomen dubium, species not entered","38831","family","Ankylosauridae","38831","Ankylosauridae","14389","extinct","5","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Ornithischia","","Ankylosauridae","",""
"302921","302921","txn","","","Chuanqilong chaoyangensis","","302921","species","Chuanqilong chaoyangensis","302920","Chuanqilong","52265","extinct","1","121.4","113.2","121.4","113.2","Aptian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Chuanqilong",""
"67250","82619","txn","","","Maleevus disparoserratus","nomen dubium, species not entered","38831","family","Ankylosauridae","82618","Maleevus","14235","extinct","2","100.5","83.6","100.5","83.6","Cenomanian","Santonian","0","0","Chordata","Ornithischia","","Ankylosauridae","Maleevus",""
"52795","52795","txn","","","Shamosaurus scutatus","","52795","species","Shamosaurus scutatus","52794","Shamosaurus","26795","extinct","2","121.4","110.1","119.57","100.5","Aptian","Albian","1","0","Chordata","Ornithischia","","Ankylosauridae","Shamosaurus",""
"81278","81278","txn","","","Aletopelta coombsi","","81278","species","Aletopelta coombsi","81277","Aletopelta","17501","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Aletopelta",""
"295548","295548","txn","","","Ahshislepelta minor","","295548","species","Ahshislepelta minor","295547","Ahshislepelta","51267","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Ahshislepelta",""
"63915","63915","txn","","","Palaeoscincus asper","nomen dubium, species not entered","38831","family","Ankylosauridae","38831","Ankylosauridae","25127","extinct","1","83.6","72.2","83.6","72.2","Campanian","","0","0","Chordata","Ornithischia","","Ankylosauridae","",""
"64270","64270","txn","","","Minmi paravertebrata","","64270","species","Minmi paravertebrata","52879","Minmi","17468","extinct","1","132.6","119.57","132.6","119.57","Hauterivian","Aptian","1","0","Chordata","Ornithischia","","Ankylosauridae","Minmi",""
"81294","81294","txn","","","Cedarpelta bilbeyhallorum","","81294","species","Cedarpelta bilbeyhallorum","81293","Cedarpelta","17502","extinct","3","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Ornithischia","","Ankylosauridae","Cedarpelta",""
"257758","257758","txn","","","Oohkotokia horneri","","257758","species","Oohkotokia horneri","257757","Oohkotokia","44665","extinct","4","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Oohkotokia",""
"363978","363978","txn","","","Zuul crurivastator","","363978","species","Zuul crurivastator","363977","Zuul","62290","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Zuul",""
"52793","52793","txn","","","Ankylosaurus magniventris","","52793","species","Ankylosaurus magniventris","38837","Ankylosaurus","4210","extinct","15","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Ankylosaurus",""
"57343","57343","txn","","","Pinacosaurus mephistocephalus","","57343","species","Pinacosaurus mephistocephalus","38833","Pinacosaurus","10079","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Pinacosaurus",""
"52911","52911","txn","","","Pinacosaurus grangeri","","52911","species","Pinacosaurus grangeri","38833","Pinacosaurus","12056","extinct","16","89.8","83.6","83.6","72.2","Coniacian","Campanian","1","0","Chordata","Ornithischia","","Ankylosauridae","Pinacosaurus",""
"67248","67248","txn","","","Pinacosaurus ninghsiensis","subjective synonym of","52911","species","Pinacosaurus grangeri","38833","Pinacosaurus","18019","extinct","16","89.8","83.6","83.6","72.2","Coniacian","Campanian","1","0","Chordata","Ornithischia","","Ankylosauridae","Pinacosaurus",""
"67565","67565","txn","","","Syrmosaurus viminocaudus","subjective synonym of","52911","species","Pinacosaurus grangeri","38833","Pinacosaurus","14386","extinct","16","89.8","83.6","83.6","72.2","Coniacian","Campanian","1","0","Chordata","Ornithischia","","Ankylosauridae","Pinacosaurus",""
"372002","372002","txn","","","Zaraapelta nomadis","","372002","species","Zaraapelta nomadis","372001","Zaraapelta","66054","extinct","1","100.5","83.6","100.5","83.6","Cenomanian","Santonian","1","0","Chordata","Ornithischia","","Ankylosauridae","Zaraapelta",""
"377177","377177","txn","","","Akainacephalus johnsoni","","377177","species","Akainacephalus johnsoni","377176","Akainacephalus","66889","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ankylosauridae","Akainacephalus",""
